title,description,mediaType,eps,duration,ongoing,sznOfRelease,years_running,studio_primary,studios_colab,contentWarn,watched,watching,wantWatch,dropped,rating,votes,tag_Based_on_a_Manga,tag_Comedy,tag_Action,tag_Fantasy,tag_Sci_Fi,tag_Shounen,tag_Original_Work,tag_Non_Human_Protagonists,tag_Drama,tag_Adventure,tag_Family_Friendly,tag_Short_Episodes,tag_School_Life,tag_Romance,tag_Shorts,tag_Slice_of_Life,tag_Seinen,tag_Supernatural,tag_Magic,tag_Animal_Protagonists,tag_Ecchi,tag_Mecha,tag_Based_on_a_Light_Novel,tag_CG_Animation,tag_Superpowers,tag_Others,tag_missing
Ninja Hattori,"Kenichi is just an ordinary boy until he met Hattori who is a ninja. Because of his helpful nature, Hattori along with his brother Shinzo and his ninja-dog Shishimaru stayed in Kenichi's house and inevitably changes Kenichi's daily life with the infusion of the ninja background he comes from.",TV,694,,FALSE,is_missing,6,Shin-Ei Animation,0,0,155,8,60,24,3.429,124,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naruto Movie 2: Legend of the Stone of Gelel,"In the midst of another dull and routine mission, Naruto finds himself in a battle with a mysterious knight, who possesses an even more mysterious power! Meanwhile, an invading army from across the sea gets into a fight with the Sand ninjas; but what is their motive? Naruto and the gang must now protect a wandering tribe who guard an ancient secret, engage in fast paced ninja action and keep up with their usual silly antics, ultimately leading to a dramatic conclusion where, once again, the old adage is proven true: ""Never trust a man in a moving castle.""",Movie,1,96,FALSE,is_missing,0,Studio Pierrot,0,0,42905,119,3162,96,3.428,23888,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minky Momo: The Bridge Over Dreams,"Momo is a young girl who finds herself on a bridge, waiting for someone; she doesn't know who she is waiting for, but she happens to encounter a boy her age there. He is also waiting for someone but unfortunately, does not remember her face. Momo and the boy then spend their afternoon waiting for their special someone. They soon learn that the bridge holds a legend: ""Two people that meet on this bridge will surely meet again, becoming best friends or lovers..."" Since Momo and the boy have been waiting a long time now for their unknown partners, the boy is skeptical of this legend; Momo then announces that she will make the legend come true, she promises him that they will meet again, and they part ways. Will the legend come true?",OVA,1,40,FALSE,is_missing,0,Others,0,0,151,6,176,8,3.428,88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Here is Greenwood,"Kazuya Hasukawa is distraught. Having just lost his first love to his older brother, he is unable to cope with the beautiful new wife in the household. Moving to the prestigious Ryokuto Academy, he finds he has been assigned to the Greenwood dorm - the home of the school weirdos and rejects. From a gender confused roommate to an adventure through a fantasy world, Hasukawa's dreams of a peaceful life are shattered!",OVA,6,,FALSE,is_missing,2,is_missing,0,0,762,26,692,63,3.428,518,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Himitsu: The Revelation,"In the present, murders are solved not by investigations, but by memories. Using the removed brain of a victim, the members of Forensic Investigation Office Section Nine examine the person's last thoughts to determine a suspect and motive in the case. Many oppose the violation of their loved ones' private and personal memories; but what they don't understand is that behind the scenes, even the investigators themselves are often conflicted with their deeds. Aoki Ikko is one such man who struggles to overcome his own mental doubts about his profession, while trying his best to take down those responsible for the crimes.",TV,26,,FALSE,Spring,0,MADHOUSE,0,1,665,151,1769,186,3.428,631,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai Girls,"In a world where Japan's security rests in the hands of super-powered samurai and their masters called ""generals"", Muneakira Yagyuu, the official swordsmanship tutor to the family of the shogun, arrives at Buou Academy in order to serve as head of the school's dojo. However, while he hopes this will be a routine assignment at an all-girl's school, everything changes when a strange girl falls from the sky with a power of a Master Samurai and no memory...",TV,12,,FALSE,Fall,0,Others,0,1,12293,1119,4841,1006,3.427,9525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Pretty Cure All Stars: Minna de Utau♪ Kiseki no Mahou!,,Movie,1,,FALSE,is_missing,0,Toei Animation,0,0,201,9,244,5,3.427,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Himouto! Umaru-chan S,,DVD Special,12,2,FALSE,is_missing,1,Others,0,0,1996,166,1007,71,3.427,1338,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guilty Crown: Lost Christmas,,OVA,1,14,FALSE,is_missing,0,Production I.G,0,0,7343,59,2351,32,3.427,4559,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Bridge to the Starry Skies,"Kazuma and his little brother Ayumu have arrived at the countryside, eager to begin a new life at the Yorozuyo Inn – a place that Kazuma once visited as a child. There's fresh air, running water and relaxation – a perfect place for the sickly Ayumu to recover. But the pair's arrival is anything but uneventful, what with getting lost, Kazuma meeting and accidentally kissing the lovely Ui in the woods, and enraging her protective friend Ibuki in the process! Now, with a less than ideal first impression on his new classmates and more beautiful women popping up around him each day, Kazuma certainly has his hands full with misunderstandings and budding romances!",TV,12,,FALSE,Spring,0,Others,0,0,11305,799,3655,580,3.426,8211,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Granblue Fantasy The Animation Season 2,"Leaving behind his homeland, Zinkenstill, Gran continues his journey with the other skyfaring crew members, hoping to reach the Island of the Astrals.",TV,12,,FALSE,Fall,0,Others,0,0,781,397,1498,60,3.426,674,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Inukami! The Movie,"Perverts around the globe are in trouble! With a new organization known as ""Project K"" out to lock away perverts for good, Keita (Ra-ou) and Yoko are on the run; together, they are the last hope for pervert-kind! Meanwhile, a sudden death has taken away Karina, and his ""devil’s toy"" is missing in the scene of the crime. Kaoru and his ten Inukami find this to be too suspicious to believe; how did Karina really meet his ultimate end, and will Keita be able to save his kind from destruction?",Movie,1,27,FALSE,is_missing,0,Others,0,0,3881,28,1397,28,3.426,2255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tales of Symphonia: Sekai Tougou-hen Specials,,DVD Special,3,6,FALSE,is_missing,1,Others,0,0,489,21,409,12,3.426,258,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oreimo Animated Commentary,,DVD Special,16,,FALSE,is_missing,1,Others,0,0,2107,234,1273,96,3.426,1337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Qin Shi Mingyue: Junlin Tianxia,,Web,75,26,FALSE,is_missing,3,is_missing,0,0,23,11,67,4,3.425,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kamen no Maid Guy,"Naeko and Kousuke Fujiwara have just been given a gift from their grandfather: the mess of a mansion they live in will now be cared for by two capable maids – Fubiki, a beauty that appeals to Kousuke’s fetish; and Kogarashi, a huge, strong man who will perform his maid duties to his fullest! What the two don’t know is that they are the last in line for their family’s inheritance, and these two “maids” have been hired to protect them. For Kousuke, this new life is a dream come true; but for Naeko, her mammoth, gravity-defying breasts will never be safe from Kogarashi or any other male’s antics again!",TV,12,,FALSE,Spring,0,MADHOUSE,0,0,5476,571,2576,646,3.425,4222,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Konoha Kaseki no Natsu,,Web,1,11,FALSE,is_missing,0,is_missing,0,0,30,0,29,1,3.425,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Naruto Movie 3: Guardians of the Crescent Moon Kingdom,"Naruto, Sakura, Rock Lee and Kakashi are sent on a summer mission to protect a prince of the extremely rich Moon Country on his long journey to buy his desires – including an entire circus! Trouble arises when they arrive in Moon Country, and discover that the King's brother has staged a coup and is now controlling the kingdom. A ninja battle quickly approaches, and the stakes are high. Will Naruto and the gang be able to protect the prince as promised and help restore the throne in the process?",Movie,1,95,FALSE,is_missing,0,Studio Pierrot,0,0,40033,134,3350,93,3.425,22196,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jin: daze,,Music Video,1,4,FALSE,is_missing,0,is_missing,0,0,547,3,150,2,3.425,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ie Naki Ko Remi (2001),,TV Special,2,45,FALSE,is_missing,0,Nippon Animation,0,0,26,3,23,3,3.424,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mizu no Kotoba,"In a cafe, people spend their time talking to each other about what’s on their mind. They talk about troubles with love, spread gossip about a friend of a friend and tell about the time they saw a flying fish. The waitress of the cafe tries to teach a lesson to a boy that just broke up with his girlfriend that relationships don’t end when the people involved part ways. Overall, the other people in the cafe also become influenced by what tools of humanity and the human language can do for relationships between lovers and friends. The unbelievable is always tested by science and our own imaginations...",TV Special,1,9,FALSE,is_missing,0,Others,0,0,2744,30,1301,24,3.424,2046,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Asobi ni Iku yo! Asobi ni Oide,"Eris is now on a mission to learn about Earth games and how they are played, but she seems to think that bets have to be placed every time. And while some bets are material items, eventually the Catians learn about betting items of clothing...",OVA,1,29,FALSE,is_missing,0,Others,0,1,4541,51,1179,23,3.424,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Strait Jacket,"In a world of science, sorcery is rediscovered and rapidly adopted in all areas of industry – but at a high price: an invisible pollution is spreading out across the world. Those who do not take proper precautions become infected, lose their sanity, and become demons. The Sorcery Administration Bureau, along with their Tactical Sorcerers, monitor magic uses and respond to any demonic outbreaks that occur. In this world, Ray Otto is a rogue tactical sorcerer who hunts down demons with reckless abandon. Given that he always gets the job done, the administration generally lets his activities slide. Together with the mysterious girl Kapel Theta, Ray risks his life and humanity to destroy demonkind... when the price is right.",OVA,3,,FALSE,is_missing,1,Others,0,1,5052,230,3254,130,3.424,3666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Shomin Sample,"Kimito Kagurazaka is a extraordinarily average. Average grades, average abilities, average looks, average love life (nonexistent). That is, until one day he's abducted by a mysterious organization and forced to enroll a super secret, super elite academy for the richest, classiest, elitest of the elite young ladies. Turns out Kimito has been chosen as a “commoner sample” to better help the isolated and naïve girls cope with entering into normal society. But there's a catch—Kimito isn't allowed to show any romantic or sexual interest in the girls, lest he face gruesome repercussions. Can this commoner enter the secret world of high society?",TV,12,,FALSE,Fall,0,Others,0,0,6308,595,2677,436,3.422,4807,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Good Luck! Ninomiya-kun,"Shungo is an extraordinary high school student; in addition to his studies, he’s been trained by his mercenary sister to be a top mercenary. Their newest task involves the Tsukimura siblings; both of them have the powers of a succubus, but Mayu has a slight problem: she suffers from androphobia – a fear of men! Shungo’s new objective is to help Mayu overcome this phobia and protect her from the men her succubus powers naturally draw to her; but this becomes more difficult once he becomes the guinea pig for social experiments involving Mayu, such as sharing the same bed and even bathing together! To make matters worse, the ever-growing popularity of Mayu at school and the student council president’s infatuation with Shungo only add to his workload!",TV,12,,FALSE,Fall,0,Others,0,0,11778,675,3764,601,3.424,8574,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Asobi ni Iku yo!,"Kio and all her family members are gathered for a funeral in Okinawa. This same day, a message arrives from outer space. There she encounters a girl named Elis who claims to be an alien.",TV,12,,FALSE,Summer,0,Others,0,0,12215,897,3799,791,3.423,9300,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Horizon in the Middle of Nowhere,"When humans came down from the sky they brought the Testament, the guide to the path they must follow if they wish to return to the skies. Now, in a world where only the islands of Japan are inhabitable, the nations of the world vie for power. But the Testament ends abruptly, and it is now the last year. Is this the end of humanity, or can Toori Aoi and his fellow students somehow affect the course of destiny? Who and what is the Horizon in the Middle of Nowhere?",TV,13,,FALSE,Fall,0,Sunrise,0,0,6995,799,4198,1050,3.423,5699,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Suite Pretty Cure,"The world is threatened by Mephisto, the King of Minor Land, who tries to spread the Melody of Unhappiness. Mephisto is after the Legendary Score, in which the Melody of Happiness is written. In order to complete the score and protect the world, new Precure girls stand up to collect the scattered notes of the Melody of Happiness.",TV,48,,FALSE,Winter,1,Toei Animation,0,0,715,174,778,96,3.423,579,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Je t'aime,"A lone basset hound wanders the empty streets of Tokyo. Humans are long gone, only distant memories remain in storefronts, buildings, and abandoned shrines. All the hound wishes is for someone to play fetch with again, and it faithfully finds a new ball each day in hopes that a curious being will cure its loneliness...",Movie,1,12,FALSE,is_missing,0,Production I.G,0,0,622,5,410,8,3.422,476,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Corpse Party: Tortured Souls,"One rainy night after a school festival, a group of students from Kisaragi Academy decide to perform the ""Sachiko Ever After"" charm, which will unite them forever as friends. Once the ritual is done, a sudden earthquake transports them to Heavenly Host, a torn down elementary school. Unbeknownst to Satoshi and his friends, however, is the horrific past behind it which culminated in its demolition. As they look for each other and try to escape from Heavenly Host, they soon find out their lives are at the mercy of those affected by that same bloodied past.",OVA,4,,FALSE,is_missing,0,Others,0,1,13047,466,4758,331,3.423,9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Holmes of Kyoto,"Holmes, a young man whose family runs an antique shop in Kyoto, has the unique ability to read people and instantly distinguish genuine and high value antiques. When a local high school student, Aoi Maki, starts working alongside Holmes, together they begin to unravel the many mysteries surrounding the antiques brought to the shop.",TV,12,,FALSE,Summer,0,Others,0,0,1716,443,1623,344,3.422,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rockman EXE Axess,"Netto and his personal Net Navi called Rockman are called into duty once more to save their world from an evil organization called Nebula. These mysterious ""Dark Loids"" are out to destroy all humans, by creating Dimensional Areas and attacking the real world! Using a Synchro Chip, Netto is able to perform a new special ability called ""Cross Fusion"", which enables him to merge with Rockman. It's up to Netto and Rockman, along with long-time rivals Enzan and Blues, to thwart all evil, and save their world once again!",TV,51,,FALSE,Fall,1,XEBEC,0,0,2827,94,703,161,3.422,1596,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon League,"Tokio and his father Amon go to the soccer country of Elevenia where they see a parade of the strongest soccer team of that country, the Winners. Amon challenges the team captain Leon to a soccer battle and, when Amon loses, Leon turns him into a miniature dragon. Tokio sees the fight and decides to challenge against Leon so that Amon can become human again.",TV,39,,FALSE,is_missing,1,Others,0,0,78,9,125,7,3.421,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doraemon: Shin Nobita no Uchuu Kaitakushi,"Nobita has been having a weird dream about a boy named Roppel and his strange companion Chami traveling in space. By a twist of fate, he met them in person where it turns out that they are real and that they were being pursued in space, causing their space vehicle to malfunction, connecting the space vehicle itself with Nobita's room. They journeyed to Roppel's planet and amidst their enjoyment, Nobita and Doraemon pledged to help Roppel's planet free from their oppressors.",Movie,1,103,FALSE,is_missing,0,Shin-Ei Animation,0,0,572,5,129,7,3.421,296,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazinger Z,"On a solitary island in the middle of a vast unknown ocean, Dr. Hell, a deranged genius, plans the final stage of his plan for world domination: the activation of his Mecha Beast Army. The only man aware of Dr. Hell's plan is Dr. Kabuto, a pioneer in new energy sources. In a desperate attempt to stop Dr. Hell before his death, Kabuto uses his research and resources to construct a weapon powerful enough to match that of the Mecha Beast Army, which he entrusts to his grandson, Kouji Kabuto. That weapon is the Super Robot Mazinger Z!",TV,92,,FALSE,is_missing,2,Toei Animation,0,0,1576,110,590,124,3.421,1047,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ikkitousen: Xtreme Xecutor,"After managing to escape their fate three times already, the fighters from Nanyo Academy, Seito High School and Kyosho now have a new enemy to face. Kentei is the self-proclaimed “True King” and he’s planning a new tournament for the Great Fighters so he can force them to fulfill their destiny from eighteen hundred years ago. To do this he has decided to lure each fighter with a Magatama to a remote island under the name of Nanban High School where many a hardship awaits them. Now, Hakufu, Shimei and Unchou will have to face furious battles alongside their new friend, Mouki Bachou, if they want to escape their inevitable demise once again.",TV,12,,FALSE,Spring,0,Others,0,1,4457,287,2879,184,3.421,2938,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The World God Only Knows: Magical Star Kanon 100%,"Elsie, a huge fan of the popular idol Kanon, wants nothing more than to play the little sister in the star's magical girl TV series. But on the day of the audition, it turns out Elsie is too old for the part and, to make matters worse, a runaway spirit appears and transforms Kanon into a child herself. Now the unlikely duo must track down and capture the spirit in true idol fashion - with a song and dance number!",OVA,1,,FALSE,is_missing,0,Others,0,0,3302,29,1025,18,3.421,2207,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooking Papa,"Araiwa Kazumi is an energetic salaryman who is able to perfectly manage his responsibilities at work and at home. Kazumi is also a fantastic chef, though many of his coworkers are unaware of it. His wife Nijiko, who works as a journalist, has a bit of trouble making time for her home life. However, she tries to always be a cheerful mother. With their son Makoto, who is 7 at the beginning of the story, they have a very happy family. This is a story that follows the Araiwa household and their delight with delicious food.",TV,151,,FALSE,is_missing,3,Others,0,0,69,5,137,12,3.445,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Real Girl,"Hikari Tsutsui is a high school boy who is satisfied with the virtual girls he encounters in anime and games. He does not have many friends and he lives in his own world. One day, when he is stuck on pool cleaning duty, he is approached by Iroha, a ""real girl"" who is showy and popular with boys.",TV,12,,FALSE,Spring,0,Others,0,0,4623,1035,3359,622,3.418,3912,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Me Baby OVA,"The new episode will adapt eight previously-unanimated stories from Kaduho's original manga, including the Halloween story.",OVA,1,27,FALSE,is_missing,0,J.C. Staff,0,0,894,15,423,8,3.42,592,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Galaxy Railways: A Letter from the Abandoned Planet,"In the distant future, the planets are now connected with a massive galactic railway system. The Galaxy Express 999 has crash landed on a mysterious planet. On board are The Conductor, Killian, Maetel, and Tetsuro, a ten year-old street urchin with a heart of gold. Now it’s up to the SDF Sirius Platoon to rescue them before the Herise Time Mystery—a rift in the deep axis of time and space—repeats.",OVA,4,,FALSE,is_missing,0,Others,0,0,292,15,510,8,3.42,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jin: Summertime Record,,Music Video,1,5,FALSE,is_missing,0,is_missing,0,0,329,1,82,1,3.408,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Space Battleship Yamato: The New Voyage,"After the battle with the White Comet Empire, Yamato returns to Earth for repairs and gains some new crew members. Desler returns to his home planet to pay a final tribute but finds the fleet of the Black Nebula Empire stripmining the planet for ore. With the Black Nebula Empire targetting Iscandar next, Desler engages the help of Kodai and the Yamato crew to save Queen Starscha",Movie,1,95,FALSE,is_missing,0,Others,0,0,275,12,338,7,3.42,157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carried By The Wind: Tsukikage Ran,"Lady Ran is a self-described 'beautiful drifter': a samurai who travels Japan on a whim, always searching for good sake. Together with her good-hearted but somewhat dense sidekick Meow (master of the Iron Cat Fist style), they stumble into situations where they (usually unwillingly) confront bandits, corrupt officials and deceitful cults. But there's one enemy they can never defeat with their amazing sword and martial arts skills: their perpetual poverty!",TV,13,,FALSE,Winter,0,MADHOUSE,0,0,1797,119,1807,171,3.42,1344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Re Boot,,Music Video,1,5,FALSE,is_missing,0,is_missing,0,0,354,1,136,2,3.416,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Great Mazinger,"After a long and difficult battle, Dr. Hell and his malicious forces have been defeated. While it seems as though peace has been achieved, a much stronger evil has arisen; the Mycenaean Empire. Lead by the Emperor of Darkness, they waste no time to dispatch their fearsome Battle Beasts, which easily defeat Mazinger Z. As Koji and Sayaka leave for the United States, it's up to skilled pilot, Tetsuya Tsurugi, and his new and improved Great Mazinger to take a stand!",TV,56,,FALSE,is_missing,1,Toei Animation,0,0,485,32,245,27,3.419,288,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Super Robot Wars OG: Divine Wars,"Two centuries have passed since man began colonizing space. The Earth Federation, which governs the human race, has known of the existence of hostile aliens for the past seven years and has been preparing for an invasion. However, while they see military force as the answer, others would rather surrender to the aliens in exchange for their lives. Taking advantage of the confusion, an organization called the Divine Crusaders declares the Earth Federation unfit to protect the planet and plunges humanity into a bloody civil war. Now only a small band of heroes - pilots of experimental super robots - can save the day. Pressured by a desperate Earth Federation government and faced with conflict on all sides, can this mottled group of individuals find the courage to not only end the civil war, but to also defend all of humanity?",TV,25,,FALSE,Fall,1,OLM,0,0,796,71,649,74,3.419,546,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UFO Ultramaiden Valkyrie 2: December Nocturne,"Kazuto, Valkyrie and the others have all returned from Planet Valhalla and life returns to normal. Kazuto and his sister are still balancing school with running the family bathhouse, Akina is looking after Hydra at the temple, and Valkyrie continues to live her carefree existence of playing and reading manga. Plus with the arrival of Chorus, the most bizarre of the Valhalla princesses, and Raine dropping in whenever she pleases, life at the Tokinoyu bathhouse has never been so busy. Though with the appearance of the mysterious ‘Valkyrie Ghost' the relaxed life they've all been enjoying seems set to be interrupted. Just what does this ‘Valkyrie Ghost' want, and why does Kazuto continue to be drawn to her?",TV,12,,FALSE,Fall,0,Others,0,0,1586,64,808,41,3.419,979,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rockman.EXE Beast,"In a parallel world exists a land called Beyondard, a more primitive land where humans and Net Navis coexist in the same field. In this land, two giant cyber beasts known as Gregar and Falzar are at war, and followers known as Zoanoroids do their biddings. A child-like Net Navi named Trill is the key to ending this war, but due to a rift in time and space, he has appeared in Japan, and the Zoanoroids begin appearing in pursuit. When Netto and his friends discover Trill, they vow to protect him at all costs, even if it means being stranded in Beyondard themselves.",TV,25,,FALSE,Fall,1,XEBEC,0,0,789,17,444,43,3.419,430,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanebado!,"Despite her great potential, Ayano Hanesaki would rather avoid badminton than play it. But, when she meets Nagisa Aragaki, a third year who spends every waking moment perfecting her game, she’s inspired. Encouraged by their coach, Tachibana Kentarou, Ayano and Nagisa will hit the court and rally against opponents and rivals with amazing skills!",TV,13,,FALSE,Summer,0,Others,0,0,2532,646,1605,423,3.419,2316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miracle Giants Domu-kun,,TV,49,,FALSE,is_missing,1,Others,0,0,68,5,90,8,3.418,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lost Universe,"When Kane Blueriver, Milly, and Canal seek out wealth aboard the star ship Sword Breaker, many mishaps will ensue, as these trouble contracters take on bounty cases across the universe. That is, until Kane discovers the secret behind his grandmother's ship and the ever expanding threat of Nightmare, an evil crime syndicate that wants to rule the universe.",TV,26,,FALSE,Spring,0,Others,0,0,2177,178,1164,195,3.418,1500,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maroko,"The Yomota family is small and typical: father Kinekuni (42), mother Tamiko (38), and son Inumaru (17). One day, a beautiful girl appears at their front door, calling herself Maroko Yomota, granddaughter of Inumaru who has travelled back in time with a time machine to visit her ancestors. Despite Tamiko's strong objection, Kinekuni and Inumaru welcome her to stay with them, and the structure of a happy family begins to collapse.",Movie,1,90,FALSE,is_missing,0,Studio Pierrot,0,1,48,8,180,3,3.418,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLCL: Progressive,"In the new season of FLCL, many years have passed since Naota and Haruhara Haruko shared their adventure together. Meanwhile, the war between the two entities known as Medical Mechanica and Fraternity rages across the galaxy. Enter Hidomi, a young teenaged girl who believes there is nothing amazing to expect from her average life, until one day when a new teacher named Haruko arrives at her school. Soon enough, Medical Mechanica is attacking her town and Hidomi discovers a secret within her that could save everyone, a secret that only Haruko can unlock. But why did Haruko return to Earth? What happened to her Rickenbacker 4001 she left with Naota? And where did the human-type robot ‘Canti’ go?",TV,6,,FALSE,Spring,0,Production I.G,0,0,1662,321,3966,95,3.419,1319,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eve: Literally Nonsense,,Music Video,1,3,FALSE,is_missing,0,is_missing,0,0,99,1,17,0,3.417,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Garakowa -Restore the World-,"A space inhabited by multiple worlds, countless timelines and a diversity of people, where Dual and Dorothy battle the enemy – viruses encroaching on the world. A world infected by a virus must be deleted. This is Dual and Dorothy’s responsibility and job. One day, Dual and Dorothy discover a new virus attacking a girl. They save the girl and quietly wait for her to awaken. Who is she? Where did she come from? Where will she go? The girl finally awakens. She calls herself “Remo” and has only one thing to say: “I have to return to the flower garden…”",Movie,1,66,FALSE,is_missing,0,A-1 Pictures,0,0,1177,44,1619,23,3.417,886,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Plan to Destroy the Saiyajin,"Long ago on Planet Vegeta there were two races: the Saiyans and the Tsufurus. Being much taller and stronger, the Saiyans quickly destroyed the Tsufurus and took over their technology. One Tsufuru named Dr. Raichi, however, created a computer that absorbed his hatred of the Saiyans – and this computer survived the attack by leaving the planet. Now, years later, it has acquired enough strength to create Ghost Warriors, for the sole purpose of destroying the remaining Saiyans on Earth. Will Goku and the other Z-fighters be able to stop this powerful machine from extracting its revenge?",OVA,2,,FALSE,is_missing,0,Toei Animation,0,0,16937,53,2320,45,3.417,8293,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
